Round,AI Rank,State,Institute,Course,Quota,Category
0,3001,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-NE Domicile,OBC-North East Domicile
0,3017,Uttar Pradesh,"AIIMS, Gorakhpur",PATHOLOGY,AIIMS-All India,OBC
0,3018,Punjab,"AIIMS, Bathinda",PHARMACOLOGY,AIIMS-All India,UR
0,3021,Delhi,"AIIMS, Delhi",PAEDIATRICS,AIIMS-All India,ST
0,3036,Punjab,"AIIMS, Bathinda",DERMATOLOGY,AIIMS-All India,SC
0,3037,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3038,West Bengal,"AIIMS, Kalyani",PHARMACOLOGY,AIIMS-All India,UR
0,3043,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3048,Chandigarh,"PGIMER, Chandigarh",IHBT,PGIMER-All India,OBC
0,3050,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,JIPMER-All India,SC
0,3064,Andhra Pradesh,"AIIMS, Mangalagiri",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,3066,Chandigarh,"PGIMER, Chandigarh",PSYCHIATRY,PGIMER-All India,SC
0,3067,Maharashtra,"AIIMS, Nagpur",OBG,AIIMS-All India,SC
0,3087,Assam,"AIIMS, Guwahati",PATHOLOGY,AIIMS-All India,OBC
0,3088,Bihar,"AIIMS, Patna",PMR,AIIMS-All India,OBC
0,3095,Telangana,"AIIMS, Bibinagar",PMR,AIIMS-All India,OBC
0,3120,Bihar,"AIIMS, Patna",PHYSIOLOGY,AIIMS-All India,UR
0,3138,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,SC
0,3155,Chhattisgarh,"AIIMS, Raipur",PMR,AIIMS-All India,EWS
0,3201,Uttar Pradesh,"AIIMS, Rai Bareli",PATHOLOGY,AIIMS-All India,OBC
0,3232,Assam,"AIIMS, Guwahati",PHARMACOLOGY,AIIMS-All India,UR
0,3249,Rajasthan,"AIIMS, Jodhpur",OBG,AIIMS-All India,SC
0,3256,Andhra Pradesh,"AIIMS, Mangalagiri",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,3277,Punjab,"AIIMS, Bathinda",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
0,3286,Assam,"AIIMS, Guwahati",PHYSIOLOGY,AIIMS-All India,UR
0,3298,Bihar,"AIIMS, Patna",TRAUMASURG&CC (6 YRS),AIIMS-Inst. Pref,UR-AIIMS-IP
0,3356,Chandigarh,"PGIMER, Chandigarh",RADIO DIAGNOSIS,PGIMER-All India,OBC-PwD
0,3359,Odisha,"AIIMS, Bhubaneswar",IHBT,AIIMS-All India,OBC
0,3372,Bihar,"AIIMS, Patna",GENERAL MEDICINE,AIIMS-All India,ST
0,3394,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIPMER-All India,EWS
0,3406,Punjab,"AIIMS, Bathinda",PAEDIATRICS,AIIMS-All India,SC
0,3418,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-All India,SC
0,3438,Chhattisgarh,"AIIMS, Raipur",FAMILY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3465,Punjab,"AIIMS, Bathinda",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3466,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3500,Andhra Pradesh,"AIIMS, Mangalagiri",FORENSIC MEDICINE,AIIMS-All India,OBC
0,3505,Uttarakhand,"AIIMS, Rishikesh",IHBT,AIIMS-All India,OBC
0,3526,Pondicherry,"JIPMER, Puducherry",ORTHOPAEDICS,JIPMER-All India,SC
0,3550,Gujarat,"AIIMS, Rajkot",DERMATOLOGY,AIIMS-All India,SC
0,3551,Andhra Pradesh,"AIIMS, Mangalagiri",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3553,Punjab,"AIIMS, Bathinda",PAEDIATRICS,AIIMS-All India,SC
0,3555,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-Rural,UR-RA
0,3562,Uttarakhand,"AIIMS, Rishikesh",MICROBIOLOGY,AIIMS-All India,OBC
0,3564,Delhi,"AIIMS, Delhi",EMERGENCY MEDICINE,AIIMS-All India,SC
0,3586,Pondicherry,"JIPMER, Puducherry",ENT,JIPMER-All India,SC
0,3595,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-All India,SC
0,3603,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,SC
0,3618,Delhi,"AIIMS, Delhi",LAB MEDICINE,AIIMS-All India,OBC
0,3649,Delhi,"AIIMS, Delhi",GENERAL SURGERY,AIIMS-All India,SC
0,3655,Odisha,"AIIMS, Bhubaneswar",ANATOMY,AIIMS-All India,UR
0,3661,Punjab,"AIIMS, Bathinda",ORTHOPAEDICS,AIIMS-All India,SC
0,3666,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3698,Telangana,"AIIMS, Bibinagar",PMR,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3704,Assam,"AIIMS, Guwahati",PMR,AIIMS-All India,OBC
0,3707,Chandigarh,"PGIMER, Chandigarh",HOSPITAL ADMINISTRATION,PGIMER-All India,OBC
0,3735,Assam,"AIIMS, Guwahati",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
0,3736,Maharashtra,"AIIMS, Nagpur",PATHOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3737,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3747,Jharkhand,"AIIMS, Deoghar",ORTHOPAEDICS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3754,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3766,Assam,"AIIMS, Guwahati",BIOCHEMISTRY,AIIMS-All India,UR
0,3767,Odisha,"AIIMS, Bhubaneswar",NUCLEAR MEDICINE,AIIMS-All India,SC
0,3782,Odisha,"AIIMS, Bhubaneswar",RADIO DIAGNOSIS,AIIMS-All India,ST
0,3797,Uttar Pradesh,"AIIMS, Gorakhpur",ORTHOPAEDICS,AIIMS-All India,SC
0,3802,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,ST
0,3809,Rajasthan,"AIIMS, Jodhpur",PATHOLOGY,AIIMS-All India,EWS
0,3823,Uttarakhand,"AIIMS, Rishikesh",RADIATION ONCOLOGY,AIIMS-All India,SC
0,3838,Bihar,"AIIMS, Patna",TRAUMASURG&CC (6 YRS),AIIMS-Inst. Pref,UR-AIIMS-IP
0,3851,Delhi,"AIIMS, Delhi",PSYCHIATRY,AIIMS-All India,UR-PwD
0,3911,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,3943,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,SC
0,3964,Delhi,"AIIMS, Delhi",PALLIATIVE MEDICINE,AIIMS-All India,EWS
0,3973,Andhra Pradesh,"AIIMS, Mangalagiri",NUCLEAR MEDICINE,AIIMS-All India,SC
0,3975,Uttarakhand,"AIIMS, Rishikesh",PHYSIOLOGY,AIIMS-All India,OBC
0,3993,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,SC
0,4007,Gujarat,"AIIMS, Rajkot",RADIO DIAGNOSIS,AIIMS-All India,ST
0,4024,Andhra Pradesh,"AIIMS, Mangalagiri",BIOCHEMISTRY,AIIMS-All India,UR
0,4025,Chhattisgarh,"AIIMS, Raipur",IHBT,AIIMS-All India,OBC
0,4027,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,AIIMS-All India,SC
0,4033,Madhya Pradesh,"AIIMS, Bhopal",ENT,AIIMS-All India,SC
0,4045,Bihar,"AIIMS, Patna",EMERGENCY MEDICINE,AIIMS-All India,SC
0,4053,Andhra Pradesh,"AIIMS, Mangalagiri",ANATOMY,AIIMS-All India,UR
0,4072,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4079,Chhattisgarh,"AIIMS, Raipur",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,4100,Uttarakhand,"AIIMS, Rishikesh",PSYCHIATRY,AIIMS-All India,SC
0,4103,Assam,"AIIMS, Guwahati",GENERAL SURGERY,AIIMS-All India,SC
0,4122,Rajasthan,"AIIMS, Jodhpur",PHARMACOLOGY,AIIMS-All India,EWS
0,4148,Assam,"AIIMS, Guwahati",PHYSIOLOGY,AIIMS-All India,UR
0,4150,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
0,4153,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,JIPMER-All India,SC-PwD
0,4158,Uttar Pradesh,"AIIMS, Rai Bareli",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4165,Pondicherry,"JIPMER, Puducherry",PHARMACOLOGY,JIPMER-All India,SC
0,4177,Andhra Pradesh,"AIIMS, Mangalagiri",RADIO DIAGNOSIS,AIIMS-All India,ST
0,4180,Jharkhand,"AIIMS, Deoghar",ORTHOPAEDICS,AIIMS-All India,SC
0,4182,Maharashtra,"AIIMS, Nagpur",ENT,AIIMS-All India,SC
0,4187,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4193,Andhra Pradesh,"AIIMS, Mangalagiri",OBG,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4197,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL MEDICINE,AIIMS-All India,ST
0,4202,Jharkhand,"AIIMS, Deoghar",MICROBIOLOGY,AIIMS-All India,OBC
0,4211,West Bengal,"AIIMS, Kalyani",OPHTHALMOLOGY,AIIMS-All India,SC
0,4214,Rajasthan,"AIIMS, Jodhpur",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,4239,Bihar,"AIIMS, Patna",PATHOLOGY,AIIMS-All India,EWS
0,4252,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4253,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,SC
0,4268,Uttar Pradesh,"AIIMS, Gorakhpur",OBG,AIIMS-All India,SC
0,4269,Uttarakhand,"AIIMS, Rishikesh",GERIATRICS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4280,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,SC
0,4281,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,AIIMS-All India,SC
0,4301,Assam,"AIIMS, Guwahati",ANATOMY,AIIMS-All India,UR
0,4318,Pondicherry,"JIPMER, Puducherry",ANATOMY,JIPMER-All India,OBC-PwD
0,4331,Delhi,"AIIMS, Delhi",ORTHOPAEDICS,AIIMS-All India,ST
0,4340,Jharkhand,"AIIMS, Deoghar",ORTHOPAEDICS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4358,Assam,"AIIMS, Guwahati",ANATOMY,AIIMS-All India,UR
0,4377,Rajasthan,"AIIMS, Jodhpur",BIOCHEMISTRY,AIIMS-All India,OBC
0,4392,Odisha,"AIIMS, Bhubaneswar",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,4394,Delhi,"AIIMS, Delhi",PHYSIOLOGY,AIIMS-All India,OBC
0,4395,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL MEDICINE,AIIMS-All India,ST
0,4400,Odisha,"AIIMS, Bhubaneswar",FORENSIC MEDICINE,AIIMS-All India,OBC
0,4417,Pondicherry,"JIPMER, Puducherry",COMMUNITY MEDICINE,JIMPER-Inst. Pref,INST (JIPMER)
0,4419,Odisha,"AIIMS, Bhubaneswar",HOSPITAL ADMINISTRATION,AIIMS-All India,OBC
0,4427,Bihar,"AIIMS, Patna",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
0,4463,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,ST
0,4468,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-All India,SC
0,4472,Jammu and Kashmir,"AIIMS, Jammu",FORENSIC MEDICINE,AIIMS-All India,OBC
0,4490,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,AIIMS-All India,EWS
0,4499,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,PGIMER-All India,OBC
0,4521,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,AIIMS-All India,ST
0,4545,Punjab,"AIIMS, Bathinda",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,EWS
0,4553,Chhattisgarh,"AIIMS, Raipur",EMERGENCY MEDICINE,AIIMS-All India,SC
0,4567,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,AIIMS-All India,SC
0,4593,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4595,Delhi,"AIIMS, Delhi",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4620,Bihar,"AIIMS, Patna",COMMUNITY & FAMILY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4632,Delhi,"AIIMS, Delhi",GERIATRICS,AIIMS-All India,SC
0,4635,Jharkhand,"AIIMS, Deoghar",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
0,4664,Bihar,"AIIMS, Patna",FORENSIC MEDICINE,AIIMS-All India,OBC
0,4691,Uttar Pradesh,"AIIMS, Rai Bareli",ORTHOPAEDICS,AIIMS-All India,SC
0,4736,Punjab,"AIIMS, Bathinda",IHBT,AIIMS-All India,OBC
0,4751,Gujarat,"AIIMS, Rajkot",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
0,4760,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,AIIMS-All India,OBC
0,4774,Gujarat,"AIIMS, Rajkot",PHARMACOLOGY,AIIMS-All India,OBC
0,4776,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4781,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4785,Odisha,"AIIMS, Bhubaneswar",PSYCHIATRY,AIIMS-All India,SC
0,4801,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-All India,SC
0,4811,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,AIIMS-All India,SC
0,4842,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4860,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL SURGERY,AIIMS-All India,SC
0,4866,Delhi,"AIIMS, Delhi",ANATOMY,AIIMS-All India,OBC
0,4884,Andhra Pradesh,"AIIMS, Mangalagiri",OPHTHALMOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,4887,Rajasthan,"AIIMS, Jodhpur",COMMUNITY MEDICINE,AIIMS-All India,OBC
0,4899,Punjab,"AIIMS, Bathinda",ENT,AIIMS-All India,SC
0,4906,Pondicherry,"JIPMER, Puducherry",OBG,JIPMER-All India,ST
0,4921,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-All India,SC
0,4958,Uttar Pradesh,"AIIMS, Rai Bareli",OBG,AIIMS-All India,SC
0,4974,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,JIPMER-All India,OBC
0,4979,Gujarat,"AIIMS, Rajkot",OBG,AIIMS-All India,SC
0,4981,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,AIIMS-All India,SC
0,4998,Delhi,"AIIMS, Delhi",PHYSIOLOGY,AIIMS-All India,OBC
0,5034,Delhi,"AIIMS, Delhi",LAB MEDICINE,AIIMS-All India,EWS
0,5043,Chhattisgarh,"AIIMS, Raipur",FORENSIC MEDICINE,AIIMS-All India,OBC
0,5080,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",IHBT,AIIMS-All India,EWS
0,5081,Uttarakhand,"AIIMS, Rishikesh",BIOCHEMISTRY,AIIMS-All India,OBC
0,5084,Chhattisgarh,"AIIMS, Raipur",ANATOMY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5097,Punjab,"AIIMS, Bathinda",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5104,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,AIIMS-All India,SC
0,5125,Bihar,"AIIMS, Patna",GENERAL SURGERY,AIIMS-All India,SC
0,5141,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",EMERGENCY MEDICINE,AIIMS-All India,SC
0,5147,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRICS,AIIMS-All India,ST
0,5160,Andhra Pradesh,"AIIMS, Mangalagiri",PATHOLOGY,AIIMS-All India,EWS
0,5171,Assam,"AIIMS, Guwahati",RADIO DIAGNOSIS,AIIMS-All India,ST
0,5174,Madhya Pradesh,"AIIMS, Bhopal",PHARMACOLOGY,AIIMS-All India,OBC
0,5198,Pondicherry,"JIPMER, Puducherry",ANATOMY,JIPMER-All India,OBC
0,5200,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-KAR Domicile,SC-Karnataka Domicile
0,5231,Jammu and Kashmir,"AIIMS, Jammu",ORTHOPAEDICS,AIIMS-All India,SC
0,5234,Odisha,"AIIMS, Bhubaneswar",IHBT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5236,Uttar Pradesh,"AIIMS, Gorakhpur",FAMILY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5243,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,AIIMS-All India,ST
0,5272,Telangana,"AIIMS, Bibinagar",IHBT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5300,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,AIIMS-All India,ST
0,5314,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
0,5327,Maharashtra,"AIIMS, Nagpur",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5329,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL SURGERY,AIIMS-All India,SC
0,5349,Jharkhand,"AIIMS, Deoghar",PHARMACOLOGY,AIIMS-All India,OBC
0,5372,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIPMER-All India,SC
0,5403,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,AIIMS-All India,SC
0,5410,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5432,Bihar,"AIIMS, Patna",PHARMACOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5453,Telangana,"AIIMS, Bibinagar",GENERAL SURGERY,AIIMS-All India,SC
0,5494,Chandigarh,"PGIMER, Chandigarh",OBG,PGIMER-All India,ST
0,5516,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5527,Gujarat,"AIIMS, Rajkot",PATHOLOGY,AIIMS-All India,EWS
0,5540,Jharkhand,"AIIMS, Deoghar",PATHOLOGY,AIIMS-All India,EWS
0,5544,Delhi,"AIIMS, Delhi",PALLIATIVE MEDICINE,AIIMS-All India,SC
0,5550,Punjab,"AIIMS, Bathinda",OBG,AIIMS-All India,SC
0,5562,Chandigarh,"PGIMER, Chandigarh",HOSPITAL ADMINISTRATION,PGIMER-All India,SC
0,5573,Delhi,"AIIMS, Delhi",PMR,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5586,Punjab,"AIIMS, Bathinda",RADIO DIAGNOSIS,AIIMS-All India,UR-PwD
0,5615,Punjab,"AIIMS, Bathinda",BIOCHEMISTRY,AIIMS-All India,OBC
0,5646,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",TRAUMATOLOGY AND SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5667,Bihar,"AIIMS, Patna",BIOCHEMISTRY,AIIMS-All India,OBC
0,5672,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,AIIMS-All India,ST
0,5746,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5753,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,PGIMER-All India,OBC
0,5773,Andhra Pradesh,"AIIMS, Mangalagiri",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5804,Andhra Pradesh,"AIIMS, Mangalagiri",RADIATION ONCOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5807,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,AIIMS-All India,SC
0,5816,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5840,Uttarakhand,"AIIMS, Rishikesh",RADIATION ONCOLOGY,AIIMS-All India,ST
0,5842,Punjab,"AIIMS, Bathinda",COMMUNITY & FAMILY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5862,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,AIIMS-All India,ST
0,5875,Assam,"AIIMS, Guwahati",BIOCHEMISTRY,AIIMS-All India,OBC
0,5884,Punjab,"AIIMS, Bathinda",FORENSIC MEDICINE,AIIMS-All India,OBC
0,5887,Odisha,"AIIMS, Bhubaneswar",OPHTHALMOLOGY,AIIMS-All India,SC
0,5907,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,AIIMS-All India,SC
0,5916,Odisha,"AIIMS, Bhubaneswar",IHBT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5951,Jharkhand,"AIIMS, Deoghar",GENERAL SURGERY,AIIMS-All India,SC
0,5960,Jammu and Kashmir,"AIIMS, Jammu",OBG,AIIMS-All India,SC
0,5982,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,AIIMS-All India,ST
0,5986,Madhya Pradesh,"AIIMS, Bhopal",OPHTHALMOLOGY,AIIMS-All India,SC
0,5988,Odisha,"AIIMS, Bhubaneswar",FORENSIC MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
0,5997,Maharashtra,"AIIMS, Nagpur",BIOCHEMISTRY,AIIMS-All India,OBC
0,6003,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,JIPMER-All India,EWS
0,6007,Maharashtra,"AIIMS, Nagpur",EMERGENCY MEDICINE,AIIMS-All India,SC
0,6038,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,AIIMS-All India,OBC
0,6058,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,JIPMER-All India,ST
0,6070,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,AIIMS-All India,SC
0,6072,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6073,Jharkhand,"AIIMS, Deoghar",OBG,AIIMS-All India,SC
0,6075,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,AIIMS-All India,OBC
0,6106,Assam,"AIIMS, Guwahati",PATHOLOGY,AIIMS-All India,EWS
0,6128,Jammu and Kashmir,"AIIMS, Jammu",OPHTHALMOLOGY,AIIMS-All India,SC
0,6135,Andhra Pradesh,"AIIMS, Mangalagiri",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6137,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-All India,SC
0,6149,Maharashtra,"AIIMS, Nagpur",IHBT,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6236,Chhattisgarh,"AIIMS, Raipur",MICROBIOLOGY,AIIMS-All India,OBC
0,6243,Bihar,"AIIMS, Patna",ANATOMY,AIIMS-All India,OBC
0,6259,Delhi,"AIIMS, Delhi",PATHOLOGY,AIIMS-All India,SC
0,6269,Odisha,"AIIMS, Bhubaneswar",MICROBIOLOGY,AIIMS-All India,EWS
0,6272,Rajasthan,"AIIMS, Jodhpur",PHYSIOLOGY,AIIMS-All India,OBC
0,6296,Maharashtra,"AIIMS, Nagpur",IHBT,AIIMS-All India,SC
0,6334,Madhya Pradesh,"AIIMS, Bhopal",PHARMACOLOGY,AIIMS-All India,EWS
0,6351,Andhra Pradesh,"AIIMS, Mangalagiri",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6385,Chhattisgarh,"AIIMS, Raipur",ANATOMY,AIIMS-All India,OBC
0,6398,Madhya Pradesh,"AIIMS, Bhopal",BIOCHEMISTRY,AIIMS-All India,OBC
0,6425,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRICS,AIIMS-All India,ST
0,6431,Punjab,"AIIMS, Bathinda",ANAESTHESIOLOGY,AIIMS-All India,SC
0,6436,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL MEDICINE,AIIMS-All India,ST
0,6445,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6496,Bihar,"AIIMS, Patna",PHYSIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6498,Bihar,"AIIMS, Patna",PAEDIATRICS,AIIMS-All India,ST
0,6499,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6506,Jharkhand,"AIIMS, Deoghar",ANAESTHESIOLOGY,AIIMS-All India,SC
0,6515,Gujarat,"AIIMS, Rajkot",ANATOMY,AIIMS-All India,OBC
0,6560,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
0,6571,Pondicherry,"JIPMER, Puducherry",IHBT,JIPMER-All India,SC
0,6588,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRICS,AIIMS-All India,ST
0,6700,Assam,"AIIMS, Guwahati",ANAESTHESIOLOGY,AIIMS-All India,SC
0,6808,Pondicherry,"JIPMER, Puducherry",OBG,JIPMER-All India,ST
0,6812,Punjab,"AIIMS, Bathinda",OBG,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6830,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,AIIMS-All India,EWS
0,6849,Telangana,"AIIMS, Bibinagar",MICROBIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6890,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
0,6934,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,PGIMER-All India,SC
0,6962,Chhattisgarh,"AIIMS, Raipur",ENT,AIIMS-All India,SC
0,7004,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,AIIMS-All India,SC
0,7035,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,AIIMS-All India,SC
0,7143,Chandigarh,"PGIMER, Chandigarh",IHBT,PGIMER-All India,SC
